label,youtube_id,time_start,time_end,split,is_cc
cleaning pool,-omfZaoCx-E,146,156,train,0
cleaning pool,-v9Iqbz28Bk,52,62,train,0
cleaning pool,-VbbamHbEBg,0,10,train,0
cleaning pool,-__F5CLvIlo,39,49,train,0
cleaning pool,0FFV5R5rmIo,147,157,train,0
cleaning pool,0Gi-V-NK-Ks,278,288,train,0
cleaning pool,0jyNVFLbpEk,185,195,train,0
cleaning pool,0tu65qjHaB8,160,170,train,0
cleaning shoes,0A-rAXxPwdY,339,349,train,0
cleaning shoes,0CwJ4RlDJEQ,2,12,train,0
cleaning shoes,0h7xONFcN_M,141,151,train,0
cleaning shoes,0Rvubjhg_-s,17,27,train,0
cleaning shoes,0S6vClg9eaE,17,27,train,0
cleaning shoes,0UAl2ujGgSQ,136,146,train,0
cleaning shoes,0zwDAJCnpxU,32,42,train,1
cleaning shoes,1ACybgFZ_NQ,8,18,train,0
cleaning shoes,1d4G2Na0vqs,15,25,train,0
cleaning shoes,1gg7_TuXXeM,6,16,train,0
cleaning shoes,1sqJCZqLAEE,101,111,train,0
cleaning shoes,1xpR91vNd3w,29,39,train,0
cleaning shoes,1YvX6iXM-h4,77,87,train,0
cleaning shoes,2DqqfzXxWBg,50,60,train,0
cleaning shoes,2EKnBo790TE,114,124,train,0
cleaning shoes,2eXGQBRh3Fk,80,90,train,0
cleaning shoes,2IqNnhD7zFs,149,159,train,0
cleaning toilet,0JxPTaM5X6o,43,53,train,0
cleaning toilet,0NWOjDWdNxg,139,149,train,0
cleaning toilet,0SEGaVuARFY,24,34,train,0
cleaning toilet,0v2gQ2tDF7k,6,16,train,0
cleaning toilet,0wc4zl5F0tw,82,92,train,0
cleaning toilet,10ELbhl1QOo,9,19,train,1
cleaning toilet,17vXT6tMNOU,8,18,train,0
cleaning toilet,1CZYr9YnleE,11,21,train,0
cleaning toilet,1H_g0CDImDc,15,25,train,0
cleaning toilet,1_9dYHMF_Lk,40,50,train,0
cleaning toilet,25xN6c6J52E,8,18,train,0
cleaning toilet,2EVyXK1b1Y4,13,23,train,0
cleaning toilet,2JGW7Bt7ITA,108,118,train,0
cleaning windows,0zVMhLOCHK0,44,54,train,0
cleaning windows,1AwSUOEWCm8,6,16,train,0
cleaning windows,1bK1L5ugN4k,24,34,train,0
cleaning windows,1gl9-Ougcds,64,74,train,0
cleaning windows,1JaTmLAk8fI,29,39,train,0
cleaning windows,1NAqrWjtSsU,12,22,train,0
cleaning windows,1nlR2DtRulg,42,52,train,0
cleaning windows,1OGK-imXrZY,109,119,train,0
cleaning windows,1POlplAyF2s,0,10,train,0
cleaning windows,1V7hNKfL5AA,1,11,train,0
cleaning windows,2bKRtT17kCo,0,10,train,0
cleaning windows,2RhVKghaOcs,35,45,train,0
cleaning windows,2SjXYF1Hldw,2,12,train,0
cleaning windows,2Vvst6KU7Y4,2,12,train,0
cleaning windows,31gVOpImdAc,5,15,train,0
cleaning windows,3ChujhMPNNY,20,30,train,0
climbing a rope,-pYdl4D6mIs,31,41,train,0
climbing a rope,-Uk3rZ5VbBc,151,161,train,0
climbing a rope,0-FYRjvoj0w,10,20,train,0
climbing a rope,0By5gvGbF0I,18,28,train,0
climbing a rope,0c2uBSqYoDU,36,46,train,0
climbing a rope,0Rec4t-SMmc,4,14,train,0
climbing a rope,0T7u2vDxQ2A,3,13,train,0
climbing a rope,0TrZF-BBu7g,3,13,train,0
climbing ladder,0Iin8uIx2jk,116,126,train,0
climbing ladder,0kj9BE0_9SY,9,19,train,0
climbing ladder,0OvS-n_5CPU,44,54,train,0
climbing ladder,0ZBMjp4Ye0A,20,30,train,0
climbing ladder,1AKmTxuSNxo,61,71,train,0
climbing ladder,1hnYCswMYjI,0,10,train,0
climbing ladder,1mcVSFNikzk,47,57,train,0
climbing ladder,1w5EU7Mwfxw,13,23,train,0
climbing ladder,1wkRpHNe_Do,122,132,train,0
climbing ladder,27mAJARtWzw,7,17,train,0
climbing ladder,28gqtrI8k2w,96,106,train,0
climbing ladder,2L7J3IsncUg,30,40,train,0
climbing ladder,2ngn7xlJFSQ,77,87,train,0
climbing ladder,2oqQkNWPfxg,71,81,train,0
climbing ladder,2yG8--CVzQM,0,10,train,0
climbing ladder,31h9p7UNW-Y,3,13,train,0
climbing tree,-StkXQLnF98,48,58,train,0
climbing tree,-yBQLavOV9M,0,10,train,0
climbing tree,0m89gbzSooE,1,11,train,0
climbing tree,0S0gY9-ejGM,52,62,train,0
climbing tree,0tLLo7OZTWU,173,183,train,0
climbing tree,0TToNxErM8g,11,21,train,0
climbing tree,0uFDrVjCYeA,21,31,train,0
climbing tree,14DNP7HlPSM,240,250,train,0
climbing tree,1gkGpog0lzA,2,12,train,0
climbing tree,1H9gjqP54YQ,49,59,train,0
climbing tree,1ICHJKmbAqI,207,217,train,0
climbing tree,1Mjwm_fvZFA,12,22,train,0
climbing tree,1O2y9nPBjtw,15,25,train,0
climbing tree,1OULkjhQ1Tc,62,72,train,0
climbing tree,1oVCgc-93vo,29,39,train,0
climbing tree,1PWuHebgC10,13,23,train,0
climbing tree,1Q_gB8vV4n8,8,18,train,0
climbing tree,1r-I5_aZrFM,32,42,train,0
climbing tree,1SqaZ5QFOn4,19,29,train,0
climbing tree,1vTntvHTRFc,52,62,train,0
climbing tree,1YnNPJ6fUUc,3,13,train,0
climbing tree,1yX1vExiw5E,10,20,train,0
climbing tree,2265sACqNA0,207,217,train,0
climbing tree,27xv0NVYz2M,41,51,train,0
climbing tree,2DrqysBT4f4,52,62,train,0
climbing tree,2dw0MGMRNh4,11,21,train,0
climbing tree,2i58P_3QCpo,13,23,train,0
climbing tree,2KLv8jWJqYE,86,96,train,0
contact juggling,-nmmOuUC7J8,61,71,train,1
contact juggling,-OJOdl_5fgM,0,10,train,0
contact juggling,-r82sZTo6Zc,4,14,train,0
contact juggling,-UONmpEwX2Y,15,25,train,0
contact juggling,-VXILBcKarQ,51,61,train,0
contact juggling,-WDZD7fTnZ4,10,20,train,0
contact juggling,-XRqKCQ1q1I,13,23,train,0
contact juggling,-yY5tIl1tLA,71,81,train,0
contact juggling,0abf2erONec,65,75,train,0
contact juggling,0BZjQzUrSdY,1,11,train,0
contact juggling,0cwQbaSadNA,39,49,train,0
contact juggling,0eqsuf2-Y6E,49,59,train,0
contact juggling,0GJzBKWPRNg,60,70,train,0
contact juggling,0L_Hsyvcw5A,22,32,train,0
contact juggling,0nSeUHxLHdk,51,61,train,0
contact juggling,0oECx0G_oFw,12,22,train,0
contact juggling,0PBxDCJuWys,204,214,train,0
contact juggling,0rgsM4sEFJA,80,90,train,0
contact juggling,0soQvGMS5tM,48,58,train,0
contact juggling,0TK6c-oB9dg,193,203,train,0
contact juggling,0V5JqGDecGQ,14,24,train,0
contact juggling,0Z0P5I6q7Rc,0,10,train,0
contact juggling,0ZpuUdIs4Rc,14,24,train,0
contact juggling,19VZ4JAAUBg,121,131,train,0
contact juggling,1aSm6DDMp5M,39,49,train,0
contact juggling,1COumigMplU,6,16,train,0
contact juggling,1eyQxEPfuyI,233,243,train,0
contact juggling,1GGVrm5VeIg,30,40,train,0
contact juggling,1gvbA3z8pgw,56,66,train,0
contact juggling,1Kp5GvXLE34,2,12,train,0
cooking chicken,-ToYMwdP3l8,146,156,train,0
cooking chicken,-vvUgfNlMwE,145,155,train,0
cooking chicken,-WKXzXGaKzE,224,234,train,0
cooking chicken,-YNnVtZTh0g,67,77,train,0
cooking chicken,-Zedueym2Fo,42,52,train,0
cooking chicken,02pEmMBwFME,196,206,train,0
cooking chicken,02QplMWeNhU,158,168,train,0
cooking chicken,0BeczhLJTak,302,312,train,0
cooking chicken,0cQ9qWe7YRA,912,922,train,0
cooking chicken,0Hz2h1CLfj4,430,440,train,0
cooking chicken,0IOzFP3W0VY,1,11,train,0
cooking chicken,0KUo8zx5wJo,73,83,train,0
cooking chicken,0l7sy0L7lBI,327,337,train,0
cooking chicken,0LXCkmzhT_g,67,77,train,1
cooking chicken,0M8-82fq7oY,210,220,train,0
cooking chicken,0oAJm3f37WU,409,419,train,0
cooking chicken,0PmEiQ386CY,230,240,train,0
cooking chicken,0rJ0lbQDl3k,184,194,train,0
cooking chicken,0szCTeTOWg0,239,249,train,0
cooking chicken,0u_8jOhJ-es,340,350,train,0
cooking chicken,0vl1EYfOJnI,25,35,train,0
cooking chicken,0wVnhKjL1hk,57,67,train,0
cooking chicken,0YXK1-khT3I,82,92,train,0
cooking chicken,0YZnqJIOCE0,55,65,train,0
cooking chicken,13VwVNOqhMU,121,131,train,0
cooking chicken,17EDv57b5Vg,21,31,train,0
cooking egg,-NM9jWuf4hM,111,121,train,0
cooking egg,-ZfEt3R5GeA,40,50,train,0
cooking egg,06oYtk5kQnM,35,45,train,0
cooking egg,0876oOigu4I,2,12,train,0
cooking egg,0EIRf8Y6nfI,102,112,train,0
cooking egg,0jDhXM7j9F8,229,239,train,0
cooking egg,0w7YOvqgO2I,113,123,train,0
cooking egg,0xciMnHCZL0,44,54,train,0
cooking egg,0_WZHFQOD64,144,154,train,0
cooking egg,10WySJtAyms,435,445,train,0
cooking egg,11J84KX8K3w,88,98,train,0
cooking egg,12_f_NEzN9o,0,10,train,0
cooking egg,1376ITxF1Oc,233,243,train,0
cooking egg,1CAA1ciBgKY,9,19,train,1
cooking on campfire,-yGhq9FaowU,118,128,train,0
cooking on campfire,01i-sT7ajVk,109,119,train,0
cooking on campfire,0VRcN8rnWOw,19,29,train,0
cooking on campfire,0YaRP4EK7ZY,342,352,train,0
cooking on campfire,16_opdOffmQ,94,104,train,0
cooking on campfire,19-GNzW1bDM,96,106,train,0
cooking on campfire,1B0UEFlj1KE,262,272,train,0
cooking sausages,-rBz9EEx23M,50,60,train,0
cooking sausages,-w-u_dHuDtM,47,57,train,0
cooking sausages,0elZiVrHcak,40,50,train,0
cooking sausages,0HXY5yOs4vM,122,132,train,0
cooking sausages,0wb1qpN5Pnw,103,113,train,0
cooking sausages,1FDq4pePorE,115,125,train,0
cooking sausages,1qiQma7jhoM,182,192,train,0
cooking sausages,2FEwrS4jMBo,265,275,train,0
cooking sausages,2gxYJIneKd0,35,45,train,0
cooking sausages,2R2Ai075bRk,337,347,train,0
counting money,06FgcE0nW9s,39,49,train,0
counting money,06FObXSod4E,0,10,train,0
counting money,0hGwO9SlZ6s,24,34,train,0
counting money,0iBKbwJ3QKs,112,122,train,0
counting money,0jhDVW0pmvk,3,13,train,0
counting money,0qTKgJZTU3U,36,46,train,0
counting money,0u_WQyfsUa4,0,10,train,0
counting money,0ZPwjqS38CA,4,14,train,0
counting money,12jS_YGx2JI,108,118,train,0
counting money,14l1iEa80Vk,58,68,train,0
counting money,1IrwPtbW3kM,107,117,train,0
counting money,1mvUot_6hqY,35,45,train,0
counting money,1NoW1CUlo4A,12,22,train,0
counting money,1rNPVU8Ookc,13,23,train,0
counting money,1uByhh9qsqA,40,50,train,0
counting money,24NxcwviL0Y,16,26,train,0
country line dancing,-yJjlhYseLs,4,14,train,0
country line dancing,-_xpBSA0HKY,75,85,train,0
country line dancing,0-pRWlwNAXc,5,15,train,0
country line dancing,0C3DvkVAMew,86,96,train,0
country line dancing,0fVrUF32Dgk,139,149,train,0
country line dancing,0MFP0FjYXuo,116,126,train,0
country line dancing,0NcsVOCuCTQ,113,123,train,0
country line dancing,0q5P4GSR6lc,1,11,train,0
country line dancing,0RbEI2D8NHg,24,34,train,0
country line dancing,0VatkN_w-gY,22,32,train,0
country line dancing,0wPTgM3_Oyc,23,33,train,0
country line dancing,0wwzMnMQTV0,85,95,train,0
country line dancing,0ZMbhcY8f0A,106,116,train,0
country line dancing,0zOtFy7o8T8,0,10,train,0
country line dancing,10oKh9lCEIQ,122,132,train,0
country line dancing,17nRsWXyyVc,334,344,train,0
country line dancing,1F06-F2BCNw,71,81,train,0
country line dancing,1fkWGz4BxL0,184,194,train,0
country line dancing,1GlSxPv-a48,6,16,train,0
country line dancing,1gTcuz4d60Y,17,27,train,0
country line dancing,1GwbO0BJXHs,131,141,train,0
country line dancing,1iKNzAgwoSc,50,60,train,0
country line dancing,1jYYoi7tdcU,123,133,train,0
country line dancing,1KYPPKNmV2E,180,190,train,0
country line dancing,1R1JxITs3Z8,43,53,train,0
cracking neck,0GNfLkuVsJY,7,17,train,0
cracking neck,0kkLUfAjPJw,123,133,train,0
cracking neck,0TdE3JXEhzI,3,13,train,0
cracking neck,0Z8y-4zKn08,3,13,train,0
cracking neck,0_IazrMsIDM,199,209,train,0
cracking neck,13pZJ_w0R88,1,11,train,0
cracking neck,19MU8S_pPwQ,70,80,train,0
cracking neck,1E3krZlRfU0,0,10,train,0
cracking neck,1ib50GJoD5U,171,181,train,0
crawling baby,-rneUdOiOAc,46,56,train,0
crawling baby,-rQ7VuDY66w,0,10,train,0
crawling baby,-TJM6ngoJKg,10,20,train,0
crawling baby,-wkHTcwbeH0,41,51,train,0
crawling baby,-Ws9-NCASpU,121,131,train,0
crawling baby,0-n3A86uEwM,3,13,train,0
crawling baby,01Bp7-nCijA,3,13,train,0
crawling baby,04BI6Bv5uMs,3,13,train,0
crawling baby,085n1HEB40Q,67,77,train,0
crawling baby,08kcsS290S4,1,11,train,0
crawling baby,0B2R0kZ5pUE,40,50,train,0
crawling baby,0dJPkn0IPlI,10,20,train,0
crawling baby,0DwHx4jtWDQ,21,31,train,0
crawling baby,0fQwiqtwqD4,20,30,train,0
crawling baby,0GJh7Y-REAA,129,139,train,0
crawling baby,0HRn3bVL6b4,4,14,train,0
crawling baby,0mtHpbD2QNQ,36,46,train,0
crawling baby,0OI1_ObZChg,2,12,train,0
crawling baby,0pi9VtlENWI,61,71,train,0
crawling baby,0PL3ioahHLo,149,159,train,0
crawling baby,0qoYYwZ2FMo,9,19,train,0
crawling baby,0t9tqROgqxk,29,39,train,0
crawling baby,0vlr-ETpKpI,0,10,train,0
crawling baby,0W80NLV9NFE,45,55,train,0
crawling baby,0yE0HsnCg5Y,20,30,train,0
crawling baby,0yEkDG49lLU,0,10,train,0
crawling baby,1-ZAABV9MWE,0,10,train,0
crawling baby,1-ZBuCWeP2A,34,44,train,0
crawling baby,14b4EAr8_F0,5,15,train,0
crawling baby,14gWirURq6I,23,33,train,1
crossing river,08m52mEBjlo,10,20,train,0
crossing river,09dT8Sb2D3E,16,26,train,0
crossing river,0F1WmMXjml4,14,24,train,0
crossing river,0KFREwT-zj8,2,12,train,0
crossing river,0kkPIwmcpOg,96,106,train,0
crossing river,0noW-jf_E-A,13,23,train,0
crossing river,0n_YASHlAT4,4,14,train,0
crossing river,0oYBU5SrAsc,0,10,train,0
crossing river,0PkXbJW4aTk,4,14,train,0
crossing river,0pTKQ3gY1ZA,3,13,train,0
crossing river,0URpP68EZzs,10,20,train,0
crossing river,0Y4AdXSciOs,22,32,train,0
crossing river,0YZrNO-sVsQ,7,17,train,0
crossing river,1aSZbL7wnI0,1,11,train,0
crossing river,1D6TtxDBEII,90,100,train,0
crossing river,1eWNJ7BjEc4,43,53,train,0
crossing river,1HyfE5t-h5o,61,71,train,1
crossing river,1K9oAZGb1VY,12,22,train,0
crossing river,1MuGh5vrfAI,4,14,train,0
crossing river,1PXBrBUOmSI,1,11,train,0
crossing river,1zSqkVuk-c0,24,34,train,0
crossing river,25FSozbTRSc,0,10,train,0
crossing river,28jGWMdnhm4,19,29,train,0
crossing river,29dg3fPKTws,6,16,train,0
crying,-uNoNn0KjZA,10,20,train,0
crying,-vMURY2JJ5I,4,14,train,0
crying,0-6Tn0Ie-AQ,16,26,train,0
crying,01Sy8Hh6i-s,0,10,train,0
crying,067FgZFiyNQ,6,16,train,0
crying,0cnlFOiCSO8,0,10,train,0
crying,0Cvt71QfP6k,19,29,train,0
crying,0dEaZQ4gozw,71,81,train,0
crying,0eHkPKES-Oc,10,20,train,0
crying,0F6UInVYdMo,36,46,train,0
crying,0GMwoizbG58,24,34,train,0
crying,0MEgCamKdTE,15,25,train,0
crying,0N_nnR3sNps,35,45,train,0
crying,0piS75q1Uzk,13,23,train,0
crying,0QQEp8jAnFI,28,38,train,0
crying,0t7w8in5oeA,65,75,train,0
crying,0yi7TUsuDLM,53,63,train,0
crying,1-9KSslytrk,34,44,train,0
crying,1-gAdYe4zSw,13,23,train,0
crying,108dmK0DCfw,166,176,train,0
crying,10UXZ6Dxoi8,217,227,train,0
crying,13FlkeBsdP0,9,19,train,0
crying,14ekd4nkpwc,19,29,train,0
crying,1EzJU1Ks9NU,23,33,train,0
crying,1GLBNAAL-1U,104,114,train,0
crying,1h9YVywwutA,70,80,train,0
crying,1iMI_N1dcmE,122,132,train,0
curling hair,-PWlB2NI3I4,116,126,train,0
curling hair,-vf1xUy5foc,249,259,train,0
curling hair,-vwrrkSglhs,348,358,train,0
curling hair,-XfgcDQQ9AY,158,168,train,1
curling hair,-y5lZekYyEk,24,34,train,0
curling hair,0-CbHCTIFwU,237,247,train,0
curling hair,01aSfS5NHEQ,444,454,train,0
curling hair,0epYAgWEnHw,52,62,train,0
curling hair,0EwjVYKRBNo,289,299,train,0
curling hair,0gqygJhzQUs,84,94,train,0
curling hair,0Hq6wQyumGA,93,103,train,0
curling hair,0i11RQPnP4U,485,495,train,0
curling hair,0JmsMdyOh6I,311,321,train,0
curling hair,0LzqebP2b1s,145,155,train,0
curling hair,0P1lpBQY4nw,246,256,train,0
curling hair,0vSl_62MK2w,434,444,train,0
curling hair,0VvsKxMCkAk,486,496,train,0
curling hair,0xEBQffUIq4,3,13,train,0
curling hair,0YeQn3xV3Hc,4,14,train,0
curling hair,1-y1vuyJn5M,493,503,train,0
curling hair,1CmUFXiTlqc,121,131,train,0
cutting nails,0s7t47_y7H8,16,26,train,0
cutting nails,0sYxXAowwCE,0,10,train,0
cutting nails,0_KXxVhUTI0,0,10,train,0
cutting nails,16ijBmtPKEQ,40,50,train,0
cutting nails,1BK6fJj9SyQ,258,268,train,0
cutting nails,1iPoY0X71CA,887,897,train,0
cutting nails,1sv-RQHd_1I,83,93,train,0
cutting nails,22NG9prYI9M,4,14,train,0
cutting nails,2LEMOTTey4A,22,32,train,0
cutting nails,2mBlUYEfjLw,1,11,train,0
cutting nails,2OBq11HYl6k,7,17,train,0
cutting nails,2odmnHM1K0g,55,65,train,0
cutting nails,2PFaQYlvna0,0,10,train,0
cutting pineapple,0437X8n-VJA,36,46,train,0
cutting pineapple,0916lKaPolM,59,69,train,0
cutting pineapple,0AxgY7y4X30,1,11,train,0
cutting pineapple,0GjVJapqDDM,21,31,train,0
cutting pineapple,0Ni4Ab8-Sjo,93,103,train,0
cutting pineapple,0s04hDiq_mY,5,15,train,0
cutting pineapple,0ubF6XT9jXU,9,19,train,0
cutting pineapple,0W47UXcH2-o,18,28,train,0
cutting pineapple,0wKfU6wVBeY,43,53,train,0
cutting pineapple,0_OVwopYX-s,21,31,train,0
cutting pineapple,12wn8rbMsKY,3,13,train,0
cutting pineapple,1C4wtWdaYRE,47,57,train,0
cutting pineapple,1Dc2ULdonIc,0,10,train,0
cutting pineapple,1jgnab5xbhI,0,10,train,0
cutting pineapple,1U2B7T6tbFI,2,12,train,0
cutting pineapple,1xO9gNY9tJs,268,278,train,0
cutting pineapple,1X_LV5o_krk,9,19,train,0
cutting watermelon,-Wskln4JY8s,20,30,train,0
cutting watermelon,-_6s5xwFqEo,0,10,train,0
cutting watermelon,00Lty3r6JLE,71,81,train,0
cutting watermelon,06eDnbb3csU,21,31,train,0
cutting watermelon,0FPGQRGhMVc,84,94,train,0
cutting watermelon,0szcIBGmaVE,13,23,train,0
cutting watermelon,0WsW2GY4jqw,23,33,train,0
cutting watermelon,0XuqzeejDb4,15,25,train,0
cutting watermelon,0yK1Hcrkcms,12,22,train,0
cutting watermelon,0YZ0_6xcsOc,10,20,train,0
cutting watermelon,1J8gJLQZBjs,251,261,train,0
cutting watermelon,1n35sD1E8rM,23,33,train,0
cutting watermelon,1uByoFZ7bpA,7,17,train,0
cutting watermelon,1UXwQNICdWs,76,86,train,0
cutting watermelon,1VuLS85KSmM,4,14,train,0
cutting watermelon,2--Ww0Ql4Gg,112,122,train,0
cutting watermelon,2bfDiXTP340,16,26,train,0
cutting watermelon,2BJ5qJRou4s,1,11,train,0
dancing ballet,-ZR-O05EOB4,22,32,train,0
dancing ballet,08t3tp-avUE,3,13,train,0
dancing ballet,0cY_7cOICXU,113,123,train,1
dancing ballet,0dcravcgC1E,67,77,train,0
dancing ballet,0GITpJjX4qs,545,555,train,0
dancing ballet,0GJggKtnkEE,137,147,train,0
dancing ballet,0KlmpvUrmk4,11,21,train,0
dancing ballet,0kvUTKjwcD0,6,16,train,0
dancing ballet,0l9Qew2AnaU,51,61,train,1
dancing ballet,0owoOHazQvU,534,544,train,0
dancing ballet,0rue4bd0gCE,242,252,train,0
dancing ballet,12ENBIFoSKc,140,150,train,0
dancing ballet,14s1TZAt_tQ,20,30,train,0
dancing ballet,1Cg4StZK_IA,109,119,train,0
dancing ballet,1Cw4Q_5YQHU,40,50,train,0
dancing ballet,1FyZF0M4v-o,135,145,train,0
dancing ballet,1GNJIgDXbRw,243,253,train,0
dancing ballet,1HAhF8UZ9MA,72,82,train,0
dancing ballet,1jNw6TUXpqQ,77,87,train,0
dancing ballet,1m-2ho9su28,81,91,train,0
dancing ballet,1oSL7Od5Km0,160,170,train,0
dancing ballet,1Vc8VoPt_g8,3,13,train,1
dancing ballet,1xgRad-jeI8,72,82,train,0
dancing ballet,1_X0TrGcBt4,159,169,train,0
dancing ballet,20pdbIj0ErA,76,86,train,0
dancing ballet,24TdIOpP0i0,28,38,train,0
dancing ballet,254mY98ulfE,2,12,train,0
dancing ballet,2dPZKV-IjrM,17,27,train,0
dancing ballet,2E0W5lPwTdc,28,38,train,0
dancing ballet,2g7YovWLPq0,25,35,train,0
dancing charleston,-OoGOfXlexk,19,29,train,0
dancing charleston,-OXXFtHNTIg,0,10,train,0
dancing charleston,-pPJzusZmro,17,27,train,0
dancing charleston,-qKcq4t4oJA,105,115,train,0
dancing charleston,-rk0nOoHAdY,100,110,train,0
dancing charleston,-TNUHZx_b5I,17,27,train,0
dancing charleston,01vz5eG5Tvw,74,84,train,0
dancing charleston,04KNSB6EKkc,18,28,train,0
dancing charleston,0KBDkR4n6xY,93,103,train,0
dancing charleston,0nATf03yGfY,49,59,train,0
dancing charleston,0PnCon45iYg,164,174,train,0
dancing charleston,0VkMVfiKkSo,31,41,train,0
dancing charleston,0wOCOf4a1Zk,93,103,train,0
dancing charleston,11zeXi6Qujc,113,123,train,0
dancing charleston,169JhNR2IlM,23,33,train,0
dancing charleston,17WlszfZc80,65,75,train,0
dancing charleston,1dhbh3JUe_o,7,17,train,0
dancing gangnam style,0kHIsNBivPU,0,10,train,0
dancing gangnam style,0KqGgn93C0U,22,32,train,0
dancing gangnam style,0LB7VxU7mjc,36,46,train,0
dancing gangnam style,0SI5_7lbtHQ,51,61,train,0
dancing gangnam style,0uiOr10aRXg,15,25,train,0
dancing gangnam style,0vk-xZUj6A0,82,92,train,0
dancing gangnam style,0vx55IfnoZY,0,10,train,0
dancing gangnam style,15j1eatsaqs,46,56,train,0
dancing gangnam style,19oVaFAvfJs,66,76,train,0
dancing gangnam style,1c2nCeGZ2w4,22,32,train,0
dancing gangnam style,1cI8wMrfVyc,111,121,train,0
dancing gangnam style,1cp92qNCQJs,138,148,train,0
dancing gangnam style,1ohsGmfcXEM,187,197,train,0
dancing gangnam style,1OTbLEzgBD8,105,115,train,0
dancing gangnam style,1qCUjYnLN80,51,61,train,0
dancing gangnam style,1TvT1hwVBQ4,95,105,train,0
dancing gangnam style,1uvRu83ujCM,9,19,train,0
dancing gangnam style,1Z6s63RMNUk,1,11,train,0
dancing gangnam style,1_ndgBHVimY,148,158,train,0
dancing gangnam style,226PNWYIkTM,50,60,train,0
dancing gangnam style,2Bo9UjQvj-E,1,11,train,0
dancing macarena,0AtUeWLivIk,87,97,train,0
dancing macarena,0e6s5Vn3Qlo,74,84,train,0
dancing macarena,0HacRNjlQWY,2,12,train,0
dancing macarena,0NpscLUEx0Y,17,27,train,0
dancing macarena,0syP-hw59gg,20,30,train,0
dancing macarena,0VeH2RZ747c,11,21,train,0
dancing macarena,0zF-6j-OHoc,37,47,train,0
dancing macarena,1-F6OtZw2ko,2,12,train,0
dancing macarena,1-tbCY0OyZE,193,203,train,0
dancing macarena,16MQvOs00fI,41,51,train,0
dancing macarena,1BR-ep_1S7Y,1,11,train,0
dancing macarena,1etxBg1tLic,2,12,train,0
dancing macarena,1FgzR6wNkbE,7,17,train,0
dancing macarena,1gxqMEXOh2M,156,166,train,0
dancing macarena,1jCGSI96EjQ,46,56,train,0
dancing macarena,1QvF3Ep3VbY,26,36,train,0
dancing macarena,1RRMmfWyKFE,16,26,train,0
dancing macarena,1XanTenxBNM,147,157,train,0
dancing macarena,26ombvbnKCE,83,93,train,0
dancing macarena,2gDXSXMQOwo,120,130,train,0
dancing macarena,2GNEKMAPBr0,13,23,train,0
dancing macarena,2hTWxL6_84c,1,11,train,0
dancing macarena,2lsQcudLfR4,29,39,train,0
dancing macarena,2NovPTDd5LQ,34,44,train,0
deadlifting,-QfjVxmpwIs,4,14,train,0
deadlifting,-QmoVoo4E78,41,51,train,0
deadlifting,-Qr58HymVsE,17,27,train,0
deadlifting,0eZurfXm8j4,12,22,train,0
deadlifting,144WxQyE9Ow,4,14,train,0
deadlifting,148gWx_kbzg,2,12,train,0
deadlifting,15GYdXuq_SQ,4,14,train,0
deadlifting,1bBSBLB40FU,2,12,train,0
deadlifting,1mFDEiF2jKI,19,29,train,0
deadlifting,1mGtXtvdmHs,114,124,train,0
deadlifting,2FaQ4vFAL_4,10,20,train,0
deadlifting,2FbCTkwFyTc,15,25,train,0
deadlifting,2FWp2e16Pdk,1,11,train,0
deadlifting,2v55bDzUxeQ,46,56,train,0
deadlifting,2wBoz4smV9s,4,14,train,0
deadlifting,2wIVFwWW0VY,206,216,train,0
deadlifting,35b583-PbZw,24,34,train,0
deadlifting,35di0llEF6A,21,31,train,0
deadlifting,35gacmHKDbU,29,39,train,0
deadlifting,35klkZCosgo,30,40,train,0
decorating the christmas tree,03biQYd1lAc,67,77,train,0
decorating the christmas tree,05dKvnJgglk,73,83,train,0
decorating the christmas tree,0bN5OZi91E8,3,13,train,0
decorating the christmas tree,0DKdcmP3aDA,54,64,train,0
decorating the christmas tree,0eqjfo5G8B4,121,131,train,0
decorating the christmas tree,0f4Vr9Lv-Jw,589,599,train,0
decorating the christmas tree,0hqBj813CBw,290,300,train,0
decorating the christmas tree,0m2IAt1QY4k,15,25,train,0
decorating the christmas tree,0pbMyICJUPw,113,123,train,0
decorating the christmas tree,1-SjExm3X1k,25,35,train,0
decorating the christmas tree,1D2SN_6iPQQ,123,133,train,0
decorating the christmas tree,1ETOZzslr3I,79,89,train,0
decorating the christmas tree,1swvIFgzp2k,45,55,train,0
decorating the christmas tree,1WCakAMrLcU,11,21,train,0
digging,-VElGkoYDeE,3,13,train,0
digging,06sSWglYao4,7,17,train,0
digging,0GIYvoFieZo,68,78,train,0
digging,0Glmknj_eSQ,116,126,train,0
digging,0WAnkLx6vgU,72,82,train,0
digging,1BxPET1qhpE,29,39,train,0
digging,1Evf8RZdLOo,17,27,train,0
dining,-KpXV80cC8M,0,10,train,0
dining,-Pc62CZZMlI,15,25,train,0
dining,-YyWVl1jNx0,244,254,train,0
dining,-ZItgUQIYho,765,775,train,0
dining,-ZuueKEd-QE,89,99,train,0
dining,01GY6zbJkks,76,86,train,0
dining,07u-CPz93rQ,133,143,train,0
dining,0DphXEsQAbU,229,239,train,0
dining,0f66UEeLLeM,310,320,train,0
dining,0OVuyIAduMI,35,45,train,0
dining,0sBTBSDbxAU,437,447,train,0
dining,0wMp-TCWcmg,26,36,train,0
