,label,youtube_id,time_start,time_end,split,is_cc
1357,counting money,06FgcE0nW9s,39,49,train,0
1358,counting money,06FObXSod4E,0,10,train,0
1359,counting money,0hGwO9SlZ6s,24,34,train,0
1360,counting money,0iBKbwJ3QKs,112,122,train,0
1361,counting money,0jhDVW0pmvk,3,13,train,0
1362,counting money,0qTKgJZTU3U,36,46,train,0
1363,counting money,0u_WQyfsUa4,0,10,train,0
1364,counting money,0ZPwjqS38CA,4,14,train,0
1365,counting money,12jS_YGx2JI,108,118,train,0
1366,counting money,14l1iEa80Vk,58,68,train,0
1367,counting money,1IrwPtbW3kM,107,117,train,0
1368,counting money,1mvUot_6hqY,35,45,train,0
1369,counting money,1NoW1CUlo4A,12,22,train,0
1370,counting money,1rNPVU8Ookc,13,23,train,0
1371,counting money,1uByhh9qsqA,40,50,train,0
1372,counting money,24NxcwviL0Y,16,26,train,0
1373,country line dancing,-yJjlhYseLs,4,14,train,0
1374,country line dancing,-_xpBSA0HKY,75,85,train,0
1375,country line dancing,0-pRWlwNAXc,5,15,train,0
1376,country line dancing,0C3DvkVAMew,86,96,train,0
1377,country line dancing,0fVrUF32Dgk,139,149,train,0
1378,country line dancing,0MFP0FjYXuo,116,126,train,0
1379,country line dancing,0NcsVOCuCTQ,113,123,train,0
1380,country line dancing,0q5P4GSR6lc,1,11,train,0
1381,country line dancing,0RbEI2D8NHg,24,34,train,0
1382,country line dancing,0VatkN_w-gY,22,32,train,0
1383,country line dancing,0wPTgM3_Oyc,23,33,train,0
1384,country line dancing,0wwzMnMQTV0,85,95,train,0
1385,country line dancing,0ZMbhcY8f0A,106,116,train,0
1386,country line dancing,0zOtFy7o8T8,0,10,train,0
1387,country line dancing,10oKh9lCEIQ,122,132,train,0
1388,country line dancing,17nRsWXyyVc,334,344,train,0
1389,country line dancing,1F06-F2BCNw,71,81,train,0
1390,country line dancing,1fkWGz4BxL0,184,194,train,0
1391,country line dancing,1GlSxPv-a48,6,16,train,0
1392,country line dancing,1gTcuz4d60Y,17,27,train,0
1393,country line dancing,1GwbO0BJXHs,131,141,train,0
1394,country line dancing,1iKNzAgwoSc,50,60,train,0
1395,country line dancing,1jYYoi7tdcU,123,133,train,0
1396,country line dancing,1KYPPKNmV2E,180,190,train,0
1397,country line dancing,1R1JxITs3Z8,43,53,train,0
1398,cracking neck,0GNfLkuVsJY,7,17,train,0
1399,cracking neck,0kkLUfAjPJw,123,133,train,0
1400,cracking neck,0TdE3JXEhzI,3,13,train,0
1401,cracking neck,0Z8y-4zKn08,3,13,train,0
1402,cracking neck,0_IazrMsIDM,199,209,train,0
1403,cracking neck,13pZJ_w0R88,1,11,train,0
1404,cracking neck,19MU8S_pPwQ,70,80,train,0
1405,cracking neck,1E3krZlRfU0,0,10,train,0
1406,cracking neck,1ib50GJoD5U,171,181,train,0
1407,crawling baby,-rneUdOiOAc,46,56,train,0
1408,crawling baby,-rQ7VuDY66w,0,10,train,0
1409,crawling baby,-TJM6ngoJKg,10,20,train,0
1410,crawling baby,-wkHTcwbeH0,41,51,train,0
1411,crawling baby,-Ws9-NCASpU,121,131,train,0
1412,crawling baby,0-n3A86uEwM,3,13,train,0
1413,crawling baby,01Bp7-nCijA,3,13,train,0
1414,crawling baby,04BI6Bv5uMs,3,13,train,0
1415,crawling baby,085n1HEB40Q,67,77,train,0
1416,crawling baby,08kcsS290S4,1,11,train,0
1417,crawling baby,0B2R0kZ5pUE,40,50,train,0
1418,crawling baby,0dJPkn0IPlI,10,20,train,0
1419,crawling baby,0DwHx4jtWDQ,21,31,train,0
1420,crawling baby,0fQwiqtwqD4,20,30,train,0
1421,crawling baby,0GJh7Y-REAA,129,139,train,0
1422,crawling baby,0HRn3bVL6b4,4,14,train,0
1423,crawling baby,0mtHpbD2QNQ,36,46,train,0
1424,crawling baby,0OI1_ObZChg,2,12,train,0
1425,crawling baby,0pi9VtlENWI,61,71,train,0
1426,crawling baby,0PL3ioahHLo,149,159,train,0
1427,crawling baby,0qoYYwZ2FMo,9,19,train,0
1428,crawling baby,0t9tqROgqxk,29,39,train,0
1429,crawling baby,0vlr-ETpKpI,0,10,train,0
1430,crawling baby,0W80NLV9NFE,45,55,train,0
1431,crawling baby,0yE0HsnCg5Y,20,30,train,0
1432,crawling baby,0yEkDG49lLU,0,10,train,0
1433,crawling baby,1-ZAABV9MWE,0,10,train,0
1434,crawling baby,1-ZBuCWeP2A,34,44,train,0
1435,crawling baby,14b4EAr8_F0,5,15,train,0
1436,crawling baby,14gWirURq6I,23,33,train,1
1437,crossing river,08m52mEBjlo,10,20,train,0
1438,crossing river,09dT8Sb2D3E,16,26,train,0
1439,crossing river,0F1WmMXjml4,14,24,train,0
1440,crossing river,0KFREwT-zj8,2,12,train,0
1441,crossing river,0kkPIwmcpOg,96,106,train,0
1442,crossing river,0noW-jf_E-A,13,23,train,0
1443,crossing river,0n_YASHlAT4,4,14,train,0
1444,crossing river,0oYBU5SrAsc,0,10,train,0
1445,crossing river,0PkXbJW4aTk,4,14,train,0
1446,crossing river,0pTKQ3gY1ZA,3,13,train,0
1447,crossing river,0URpP68EZzs,10,20,train,0
1448,crossing river,0Y4AdXSciOs,22,32,train,0
1449,crossing river,0YZrNO-sVsQ,7,17,train,0
1450,crossing river,1aSZbL7wnI0,1,11,train,0
1451,crossing river,1D6TtxDBEII,90,100,train,0
1452,crossing river,1eWNJ7BjEc4,43,53,train,0
1453,crossing river,1HyfE5t-h5o,61,71,train,1
1454,crossing river,1K9oAZGb1VY,12,22,train,0
1455,crossing river,1MuGh5vrfAI,4,14,train,0
1456,crossing river,1PXBrBUOmSI,1,11,train,0
1457,crossing river,1zSqkVuk-c0,24,34,train,0
1458,crossing river,25FSozbTRSc,0,10,train,0
1459,crossing river,28jGWMdnhm4,19,29,train,0
1460,crossing river,29dg3fPKTws,6,16,train,0
1461,crying,-uNoNn0KjZA,10,20,train,0
1462,crying,-vMURY2JJ5I,4,14,train,0
1463,crying,0-6Tn0Ie-AQ,16,26,train,0
1464,crying,01Sy8Hh6i-s,0,10,train,0
1465,crying,067FgZFiyNQ,6,16,train,0
1466,crying,0cnlFOiCSO8,0,10,train,0
1467,crying,0Cvt71QfP6k,19,29,train,0
1468,crying,0dEaZQ4gozw,71,81,train,0
1469,crying,0eHkPKES-Oc,10,20,train,0
1470,crying,0F6UInVYdMo,36,46,train,0
1471,crying,0GMwoizbG58,24,34,train,0
1472,crying,0MEgCamKdTE,15,25,train,0
1473,crying,0N_nnR3sNps,35,45,train,0
1474,crying,0piS75q1Uzk,13,23,train,0
1475,crying,0QQEp8jAnFI,28,38,train,0
1476,crying,0t7w8in5oeA,65,75,train,0
1477,crying,0yi7TUsuDLM,53,63,train,0
1478,crying,1-9KSslytrk,34,44,train,0
1479,crying,1-gAdYe4zSw,13,23,train,0
1480,crying,108dmK0DCfw,166,176,train,0
1481,crying,10UXZ6Dxoi8,217,227,train,0
1482,crying,13FlkeBsdP0,9,19,train,0
1483,crying,14ekd4nkpwc,19,29,train,0
1484,crying,1EzJU1Ks9NU,23,33,train,0
1485,crying,1GLBNAAL-1U,104,114,train,0
1486,crying,1h9YVywwutA,70,80,train,0
1487,crying,1iMI_N1dcmE,122,132,train,0
1488,curling hair,-PWlB2NI3I4,116,126,train,0
1489,curling hair,-vf1xUy5foc,249,259,train,0
1490,curling hair,-vwrrkSglhs,348,358,train,0
1491,curling hair,-XfgcDQQ9AY,158,168,train,1
1492,curling hair,-y5lZekYyEk,24,34,train,0
1493,curling hair,0-CbHCTIFwU,237,247,train,0
1494,curling hair,01aSfS5NHEQ,444,454,train,0
1495,curling hair,0epYAgWEnHw,52,62,train,0
1496,curling hair,0EwjVYKRBNo,289,299,train,0
1497,curling hair,0gqygJhzQUs,84,94,train,0
1498,curling hair,0Hq6wQyumGA,93,103,train,0
1499,curling hair,0i11RQPnP4U,485,495,train,0
1500,curling hair,0JmsMdyOh6I,311,321,train,0
1501,curling hair,0LzqebP2b1s,145,155,train,0
1502,curling hair,0P1lpBQY4nw,246,256,train,0
1503,curling hair,0vSl_62MK2w,434,444,train,0
1504,curling hair,0VvsKxMCkAk,486,496,train,0
1505,curling hair,0xEBQffUIq4,3,13,train,0
1506,curling hair,0YeQn3xV3Hc,4,14,train,0
1507,curling hair,1-y1vuyJn5M,493,503,train,0
1508,curling hair,1CmUFXiTlqc,121,131,train,0
1509,cutting nails,0s7t47_y7H8,16,26,train,0
1510,cutting nails,0sYxXAowwCE,0,10,train,0
1511,cutting nails,0_KXxVhUTI0,0,10,train,0
1512,cutting nails,16ijBmtPKEQ,40,50,train,0
1513,cutting nails,1BK6fJj9SyQ,258,268,train,0
1514,cutting nails,1iPoY0X71CA,887,897,train,0
1515,cutting nails,1sv-RQHd_1I,83,93,train,0
1516,cutting nails,22NG9prYI9M,4,14,train,0
1517,cutting nails,2LEMOTTey4A,22,32,train,0
1518,cutting nails,2mBlUYEfjLw,1,11,train,0
1519,cutting nails,2OBq11HYl6k,7,17,train,0
1520,cutting nails,2odmnHM1K0g,55,65,train,0
1521,cutting nails,2PFaQYlvna0,0,10,train,0
1522,cutting pineapple,0437X8n-VJA,36,46,train,0
1523,cutting pineapple,0916lKaPolM,59,69,train,0
1524,cutting pineapple,0AxgY7y4X30,1,11,train,0
1525,cutting pineapple,0GjVJapqDDM,21,31,train,0
1526,cutting pineapple,0Ni4Ab8-Sjo,93,103,train,0
1527,cutting pineapple,0s04hDiq_mY,5,15,train,0
1528,cutting pineapple,0ubF6XT9jXU,9,19,train,0
1529,cutting pineapple,0W47UXcH2-o,18,28,train,0
1530,cutting pineapple,0wKfU6wVBeY,43,53,train,0
1531,cutting pineapple,0_OVwopYX-s,21,31,train,0
1532,cutting pineapple,12wn8rbMsKY,3,13,train,0
1533,cutting pineapple,1C4wtWdaYRE,47,57,train,0
1534,cutting pineapple,1Dc2ULdonIc,0,10,train,0
1535,cutting pineapple,1jgnab5xbhI,0,10,train,0
1536,cutting pineapple,1U2B7T6tbFI,2,12,train,0
1537,cutting pineapple,1xO9gNY9tJs,268,278,train,0
1538,cutting pineapple,1X_LV5o_krk,9,19,train,0
1539,cutting watermelon,-Wskln4JY8s,20,30,train,0
1540,cutting watermelon,-_6s5xwFqEo,0,10,train,0
1541,cutting watermelon,00Lty3r6JLE,71,81,train,0
1542,cutting watermelon,06eDnbb3csU,21,31,train,0
1543,cutting watermelon,0FPGQRGhMVc,84,94,train,0
1544,cutting watermelon,0szcIBGmaVE,13,23,train,0
1545,cutting watermelon,0WsW2GY4jqw,23,33,train,0
1546,cutting watermelon,0XuqzeejDb4,15,25,train,0
1547,cutting watermelon,0yK1Hcrkcms,12,22,train,0
1548,cutting watermelon,0YZ0_6xcsOc,10,20,train,0
1549,cutting watermelon,1J8gJLQZBjs,251,261,train,0
1550,cutting watermelon,1n35sD1E8rM,23,33,train,0
1551,cutting watermelon,1uByoFZ7bpA,7,17,train,0
1552,cutting watermelon,1UXwQNICdWs,76,86,train,0
1553,cutting watermelon,1VuLS85KSmM,4,14,train,0
1554,cutting watermelon,2--Ww0Ql4Gg,112,122,train,0
1555,cutting watermelon,2bfDiXTP340,16,26,train,0
1556,cutting watermelon,2BJ5qJRou4s,1,11,train,0
1557,dancing ballet,-ZR-O05EOB4,22,32,train,0
1558,dancing ballet,08t3tp-avUE,3,13,train,0
1559,dancing ballet,0cY_7cOICXU,113,123,train,1
1560,dancing ballet,0dcravcgC1E,67,77,train,0
1561,dancing ballet,0GITpJjX4qs,545,555,train,0
1562,dancing ballet,0GJggKtnkEE,137,147,train,0
1563,dancing ballet,0KlmpvUrmk4,11,21,train,0
1564,dancing ballet,0kvUTKjwcD0,6,16,train,0
1565,dancing ballet,0l9Qew2AnaU,51,61,train,1
1566,dancing ballet,0owoOHazQvU,534,544,train,0
1567,dancing ballet,0rue4bd0gCE,242,252,train,0
1568,dancing ballet,12ENBIFoSKc,140,150,train,0
1569,dancing ballet,14s1TZAt_tQ,20,30,train,0
1570,dancing ballet,1Cg4StZK_IA,109,119,train,0
1571,dancing ballet,1Cw4Q_5YQHU,40,50,train,0
1572,dancing ballet,1FyZF0M4v-o,135,145,train,0
1573,dancing ballet,1GNJIgDXbRw,243,253,train,0
1574,dancing ballet,1HAhF8UZ9MA,72,82,train,0
1575,dancing ballet,1jNw6TUXpqQ,77,87,train,0
1576,dancing ballet,1m-2ho9su28,81,91,train,0
1577,dancing ballet,1oSL7Od5Km0,160,170,train,0
1578,dancing ballet,1Vc8VoPt_g8,3,13,train,1
1579,dancing ballet,1xgRad-jeI8,72,82,train,0
1580,dancing ballet,1_X0TrGcBt4,159,169,train,0
1581,dancing ballet,20pdbIj0ErA,76,86,train,0
1582,dancing ballet,24TdIOpP0i0,28,38,train,0
1583,dancing ballet,254mY98ulfE,2,12,train,0
1584,dancing ballet,2dPZKV-IjrM,17,27,train,0
1585,dancing ballet,2E0W5lPwTdc,28,38,train,0
1586,dancing ballet,2g7YovWLPq0,25,35,train,0
1587,dancing charleston,-OoGOfXlexk,19,29,train,0
1588,dancing charleston,-OXXFtHNTIg,0,10,train,0
1589,dancing charleston,-pPJzusZmro,17,27,train,0
1590,dancing charleston,-qKcq4t4oJA,105,115,train,0
1591,dancing charleston,-rk0nOoHAdY,100,110,train,0
1592,dancing charleston,-TNUHZx_b5I,17,27,train,0
1593,dancing charleston,01vz5eG5Tvw,74,84,train,0
1594,dancing charleston,04KNSB6EKkc,18,28,train,0
1595,dancing charleston,0KBDkR4n6xY,93,103,train,0
1596,dancing charleston,0nATf03yGfY,49,59,train,0
1597,dancing charleston,0PnCon45iYg,164,174,train,0
1598,dancing charleston,0VkMVfiKkSo,31,41,train,0
1599,dancing charleston,0wOCOf4a1Zk,93,103,train,0
1600,dancing charleston,11zeXi6Qujc,113,123,train,0
1601,dancing charleston,169JhNR2IlM,23,33,train,0
1602,dancing charleston,17WlszfZc80,65,75,train,0
1603,dancing charleston,1dhbh3JUe_o,7,17,train,0
1604,dancing gangnam style,0kHIsNBivPU,0,10,train,0
1605,dancing gangnam style,0KqGgn93C0U,22,32,train,0
1606,dancing gangnam style,0LB7VxU7mjc,36,46,train,0
1607,dancing gangnam style,0SI5_7lbtHQ,51,61,train,0
1608,dancing gangnam style,0uiOr10aRXg,15,25,train,0
1609,dancing gangnam style,0vk-xZUj6A0,82,92,train,0
1610,dancing gangnam style,0vx55IfnoZY,0,10,train,0
1611,dancing gangnam style,15j1eatsaqs,46,56,train,0
1612,dancing gangnam style,19oVaFAvfJs,66,76,train,0
1613,dancing gangnam style,1c2nCeGZ2w4,22,32,train,0
1614,dancing gangnam style,1cI8wMrfVyc,111,121,train,0
1615,dancing gangnam style,1cp92qNCQJs,138,148,train,0
1616,dancing gangnam style,1ohsGmfcXEM,187,197,train,0
1617,dancing gangnam style,1OTbLEzgBD8,105,115,train,0
1618,dancing gangnam style,1qCUjYnLN80,51,61,train,0
1619,dancing gangnam style,1TvT1hwVBQ4,95,105,train,0
1620,dancing gangnam style,1uvRu83ujCM,9,19,train,0
1621,dancing gangnam style,1Z6s63RMNUk,1,11,train,0
1622,dancing gangnam style,1_ndgBHVimY,148,158,train,0
1623,dancing gangnam style,226PNWYIkTM,50,60,train,0
1624,dancing gangnam style,2Bo9UjQvj-E,1,11,train,0
1625,dancing macarena,0AtUeWLivIk,87,97,train,0
1626,dancing macarena,0e6s5Vn3Qlo,74,84,train,0
1627,dancing macarena,0HacRNjlQWY,2,12,train,0
1628,dancing macarena,0NpscLUEx0Y,17,27,train,0
1629,dancing macarena,0syP-hw59gg,20,30,train,0
1630,dancing macarena,0VeH2RZ747c,11,21,train,0
1631,dancing macarena,0zF-6j-OHoc,37,47,train,0
1632,dancing macarena,1-F6OtZw2ko,2,12,train,0
1633,dancing macarena,1-tbCY0OyZE,193,203,train,0
1634,dancing macarena,16MQvOs00fI,41,51,train,0
1635,dancing macarena,1BR-ep_1S7Y,1,11,train,0
1636,dancing macarena,1etxBg1tLic,2,12,train,0
1637,dancing macarena,1FgzR6wNkbE,7,17,train,0
1638,dancing macarena,1gxqMEXOh2M,156,166,train,0
1639,dancing macarena,1jCGSI96EjQ,46,56,train,0
1640,dancing macarena,1QvF3Ep3VbY,26,36,train,0
1641,dancing macarena,1RRMmfWyKFE,16,26,train,0
1642,dancing macarena,1XanTenxBNM,147,157,train,0
1643,dancing macarena,26ombvbnKCE,83,93,train,0
1644,dancing macarena,2gDXSXMQOwo,120,130,train,0
1645,dancing macarena,2GNEKMAPBr0,13,23,train,0
1646,dancing macarena,2hTWxL6_84c,1,11,train,0
1647,dancing macarena,2lsQcudLfR4,29,39,train,0
1648,dancing macarena,2NovPTDd5LQ,34,44,train,0
1649,deadlifting,-QfjVxmpwIs,4,14,train,0
1650,deadlifting,-QmoVoo4E78,41,51,train,0
1651,deadlifting,-Qr58HymVsE,17,27,train,0
1652,deadlifting,0eZurfXm8j4,12,22,train,0
1653,deadlifting,144WxQyE9Ow,4,14,train,0
1654,deadlifting,148gWx_kbzg,2,12,train,0
1655,deadlifting,15GYdXuq_SQ,4,14,train,0
1656,deadlifting,1bBSBLB40FU,2,12,train,0
1657,deadlifting,1mFDEiF2jKI,19,29,train,0
1658,deadlifting,1mGtXtvdmHs,114,124,train,0
1659,deadlifting,2FaQ4vFAL_4,10,20,train,0
1660,deadlifting,2FbCTkwFyTc,15,25,train,0
1661,deadlifting,2FWp2e16Pdk,1,11,train,0
1662,deadlifting,2v55bDzUxeQ,46,56,train,0
1663,deadlifting,2wBoz4smV9s,4,14,train,0
1664,deadlifting,2wIVFwWW0VY,206,216,train,0
1665,deadlifting,35b583-PbZw,24,34,train,0
1666,deadlifting,35di0llEF6A,21,31,train,0
1667,deadlifting,35gacmHKDbU,29,39,train,0
1668,deadlifting,35klkZCosgo,30,40,train,0
1669,decorating the christmas tree,03biQYd1lAc,67,77,train,0
1670,decorating the christmas tree,05dKvnJgglk,73,83,train,0
1671,decorating the christmas tree,0bN5OZi91E8,3,13,train,0
1672,decorating the christmas tree,0DKdcmP3aDA,54,64,train,0
1673,decorating the christmas tree,0eqjfo5G8B4,121,131,train,0
1674,decorating the christmas tree,0f4Vr9Lv-Jw,589,599,train,0
1675,decorating the christmas tree,0hqBj813CBw,290,300,train,0
1676,decorating the christmas tree,0m2IAt1QY4k,15,25,train,0
1677,decorating the christmas tree,0pbMyICJUPw,113,123,train,0
1678,decorating the christmas tree,1-SjExm3X1k,25,35,train,0
1679,decorating the christmas tree,1D2SN_6iPQQ,123,133,train,0
1680,decorating the christmas tree,1ETOZzslr3I,79,89,train,0
1681,decorating the christmas tree,1swvIFgzp2k,45,55,train,0
1682,decorating the christmas tree,1WCakAMrLcU,11,21,train,0
1683,digging,-VElGkoYDeE,3,13,train,0
1684,digging,06sSWglYao4,7,17,train,0
1685,digging,0GIYvoFieZo,68,78,train,0
1686,digging,0Glmknj_eSQ,116,126,train,0
1687,digging,0WAnkLx6vgU,72,82,train,0
1688,digging,1BxPET1qhpE,29,39,train,0
1689,digging,1Evf8RZdLOo,17,27,train,0
1690,dining,-KpXV80cC8M,0,10,train,0
1691,dining,-Pc62CZZMlI,15,25,train,0
1692,dining,-YyWVl1jNx0,244,254,train,0
1693,dining,-ZItgUQIYho,765,775,train,0
1694,dining,-ZuueKEd-QE,89,99,train,0
1695,dining,01GY6zbJkks,76,86,train,0
1696,dining,07u-CPz93rQ,133,143,train,0
1697,dining,0DphXEsQAbU,229,239,train,0
1698,dining,0f66UEeLLeM,310,320,train,0
1699,dining,0OVuyIAduMI,35,45,train,0
1700,dining,0sBTBSDbxAU,437,447,train,0
1701,dining,0wMp-TCWcmg,26,36,train,0
1702,dining,0yyXWU6JKtc,280,290,train,0
1703,dining,1cuTbaUR6nw,71,81,train,0
1704,dining,1cYd7mmJpZg,335,345,train,0
1705,dining,1Gy1LSORU8w,45,55,train,0
1706,disc golfing,-_7PMt0I2Fg,61,71,train,0
1707,disc golfing,0EBhC9W_oS8,121,131,train,0
1708,disc golfing,0h04CTu_8G8,4,14,train,0
1709,disc golfing,0PX-e1Vszs4,59,69,train,0
1710,disc golfing,0USt8u8lLHc,461,471,train,0
1711,disc golfing,0vB64hOPGpg,25,35,train,0
1712,disc golfing,19IKnnLciiE,25,35,train,0
1713,disc golfing,1atKIyASxk8,1,11,train,0
1714,disc golfing,1gRJ-gl2_2A,3,13,train,0
1715,disc golfing,1H-zbe8LxLY,9,19,train,0
1716,disc golfing,1Hwx-lNecxs,35,45,train,0
1717,disc golfing,1mQQU6qBoqM,18,28,train,0
1718,disc golfing,1OFm_bKq9_4,4,14,train,0
1719,diving cliff,-XweXnTHyvA,18,28,train,1
1720,diving cliff,01VW8hPTvdI,169,179,train,0
1721,diving cliff,09znXlkJ--4,9,19,train,0
1722,diving cliff,0DfXV_B7WvI,14,24,train,0
1723,diving cliff,0JLr8UTKkEo,32,42,train,0
1724,diving cliff,0KErXMbavf0,2,12,train,0
1725,diving cliff,0MAi4L_YvNA,23,33,train,0
1726,diving cliff,0O86RqwNRR0,5,15,train,0
1727,diving cliff,0Rg441j0mmU,101,111,train,0
1728,diving cliff,0TBYn0E0GIM,77,87,train,0
1729,diving cliff,0vfbcv2d6G4,95,105,train,0
1730,diving cliff,0vHQsYNaCVM,1,11,train,0
1731,diving cliff,0VWCBfb20Qo,7,17,train,0
1732,diving cliff,0y4G0-TabMM,6,16,train,0
1733,diving cliff,0YL6p3JZ3JQ,13,23,train,0
1734,diving cliff,0yvHYTuOpSw,4,14,train,0
1735,diving cliff,0YxFNkp9h-4,162,172,train,0
1736,diving cliff,100mq9bxJ1k,2,12,train,0
1737,diving cliff,195-xPUH22I,181,191,train,0
1738,diving cliff,1AAd-4k9sXo,31,41,train,0
1739,diving cliff,1fmW9hnQq7A,41,51,train,0
1740,diving cliff,1fnPTu69T40,42,52,train,0
1741,diving cliff,1fyqnw4sZ7Y,57,67,train,0
1742,diving cliff,1jcQjgqHKeQ,19,29,train,0
1743,diving cliff,1JGDWF0DJp0,24,34,train,0
1744,diving cliff,1Nt3XHcNMMk,94,104,train,0
1745,diving cliff,1oKfgd-DQrE,3,13,train,0
1746,dodgeball,-QNrLvpbv8E,57,67,train,0
1747,dodgeball,-Wyq_Xj2ZC0,66,76,train,0
1748,dodgeball,04sBUbTD66E,591,601,train,0
1749,dodgeball,0Cs1zsGNEq4,320,330,train,0
1750,dodgeball,0NNVxEhk75o,29,39,train,0
1751,dodgeball,0P4bf7-qUqM,86,96,train,0
1752,dodgeball,0PcQL_JXkfM,94,104,train,0
1753,dodgeball,0RyRFei5F9U,28,38,train,0
1754,dodgeball,0V0Im06b-Gg,146,156,train,0
1755,dodgeball,0_tduei7o5g,0,10,train,0
1756,dodgeball,18WyuDYF9X8,50,60,train,0
1757,dodgeball,19nwtcDcTzA,94,104,train,0
1758,dodgeball,1e9v8dfgGXE,26,36,train,0
1759,dodgeball,1em2Johyj98,191,201,train,0
1760,doing aerobics,0ocQVdkF1GM,7,17,train,0
1761,doing aerobics,0oqxifTBsGg,90,100,train,0
1762,doing aerobics,0VCvlvR0UBE,4,14,train,0
1763,doing aerobics,1gFKqWlMXnI,72,82,train,0
1764,doing aerobics,1JeXXNfbHTI,2250,2260,train,0
1765,doing aerobics,1QLr6dSZXbU,6,16,train,0
1766,doing aerobics,1tTnlpftRRY,5,15,train,0
1767,doing aerobics,1xKGRyFp5k8,0,10,train,0
1768,doing aerobics,1xmZWi5GW3Y,90,100,train,0
1769,doing laundry,1hlx6xGL0HA,15,25,train,0
1770,doing laundry,26ixMPKzKH8,1,11,train,0
1771,doing laundry,2EVwbnZT7OE,178,188,train,0
1772,doing laundry,2lW6skTENSw,1,11,train,0
1773,doing laundry,2Pu2qAn_0_0,11,21,train,0
1774,doing laundry,3n-ArpTnUzw,4,14,train,0
1775,doing laundry,3O0CDPBnLJ8,3,13,train,0
1776,doing laundry,3Ov86yTJik4,1,11,train,0
1777,doing laundry,3YeFK_mBl48,2,12,train,0
1778,doing laundry,4axkMZP-hYI,255,265,train,0
1779,doing nails,-qEf4Se4OGs,85,95,train,0
1780,doing nails,-Rc7HwLvsAI,536,546,train,1
1781,doing nails,-RiF7EIj9eI,526,536,train,0
1782,doing nails,-t37ldM-IxI,205,215,train,0
1783,doing nails,-TxegvM7ENM,287,297,train,0
1784,doing nails,-VR9jJBQugY,166,176,train,0
1785,doing nails,-YPVGXxOkpw,23,33,train,0
1786,doing nails,-_n2XajqqCI,171,181,train,0
1787,doing nails,04FsA5meEIA,412,422,train,0
1788,doing nails,0b7-BhJR9uQ,20,30,train,0
1789,doing nails,0evwyJfRunU,60,70,train,0
1790,doing nails,0gZqmmgKE-o,286,296,train,0
1791,doing nails,0h7lqd5El3Y,504,514,train,0
1792,doing nails,0JgFO3Mwp2Y,213,223,train,0
1793,doing nails,0KgAeERFdPA,18,28,train,0
1794,doing nails,0KoUcqsdky8,288,298,train,0
1795,doing nails,0n_zJzUZZDs,8,18,train,0
1796,doing nails,0P_-cCcV0Oc,174,184,train,0
1797,doing nails,0ZVOqgbd6kY,285,295,train,0
1798,doing nails,0_-j-oQgeNk,247,257,train,0
1799,doing nails,10KQAgZX340,247,257,train,0
1800,doing nails,11l5BAStFy4,316,326,train,0
1801,doing nails,14BWW-6OwrI,80,90,train,0
1802,doing nails,15AbzJGixZA,69,79,train,0
1803,drawing,2wBwYulzpqo,128,138,train,0
1804,drawing,2wEKpKhiTYk,92,102,train,0
1805,drawing,2wESWDzLjlg,218,228,train,0
1806,drawing,2wF0SPFfOVs,51,61,train,0
1807,drawing,2wFPp4trzWE,69,79,train,0
1808,drawing,2wLfDQ_bqG4,1209,1219,train,0
1809,drawing,37_e5Ai5AAg,118,128,train,0
1810,drawing,5De_9PZdvOM,190,200,train,0
1811,dribbling basketball,-Kp1ZTCMSsQ,211,221,train,0
1812,dribbling basketball,-suOVpc5rXc,13,23,train,0
1813,dribbling basketball,-_KiwxNptjs,159,169,train,0
1814,dribbling basketball,00Wq2ULInyY,2,12,train,0
1815,dribbling basketball,0aH-yGW_NyM,155,165,train,0
1816,dribbling basketball,0c2smafL5nk,0,10,train,0
1817,dribbling basketball,0g2Mc_WNXCM,142,152,train,0
1818,dribbling basketball,0hYiyxqNbsQ,26,36,train,0
1819,dribbling basketball,0kmG4LxeRjw,93,103,train,0
1820,dribbling basketball,0TBAM9jwSrY,18,28,train,0
1821,dribbling basketball,0tb_a3LqaF4,130,140,train,1
1822,dribbling basketball,0TszFqYxFc4,62,72,train,0
1823,dribbling basketball,0yRSkP43Rsw,34,44,train,0
1824,dribbling basketball,14vkNiEiVY0,1,11,train,0
1825,dribbling basketball,15Phv-JqPlo,19,29,train,0
1826,dribbling basketball,1926p23ooUM,23,33,train,0
1827,dribbling basketball,1hJsZUvGe20,41,51,train,0
1828,dribbling basketball,1hyB--88Zq0,19,29,train,0
1829,dribbling basketball,1IY8xPwq8LI,36,46,train,0
1830,dribbling basketball,1NVLzNcs1hI,0,10,train,0
1831,dribbling basketball,1OI3JqG1c30,21,31,train,0
1832,dribbling basketball,1oyrWyrgTws,56,66,train,0
1833,dribbling basketball,1PAJTXifH9A,61,71,train,0
1834,drinking,-gv2GpdS7EI,9,19,train,0
1835,drinking,-xqh0BXezLI,167,177,train,0
1836,drinking,0d0PrXrWg4A,5,15,train,0
1837,drinking,0f4NZsGVztE,180,190,train,1
1838,drinking,0iBdotM2pUY,17,27,train,0
1839,drinking,0JTO1HrK8kY,64,74,train,0
1840,drinking,0Ksf9TnsszQ,488,498,train,0
1841,drinking,0M6z43lPu6U,98,108,train,0
1842,drinking,0MV9MX1-sJI,55,65,train,0
1843,drinking,0P_LkJddMLg,70,80,train,0
1844,drinking,0W1O-BhOCh8,78,88,train,0
